Site.no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius,CharacteristicSpeciesComparisonSet
KNV06T8L,3013,Primary,136.31,1814.51,14.88,Rainforests
KNV07A7V,3013,Primary,134.66,1817.94,14.74,Rainforests
MER4007A,3013,Primary,81.75,1430.02,16.56,Rainforests
OTF09N2M,3013,Primary,165.02,1462.35,15.66,Rainforests
MR_N3,3013,Primary,42.02,1184.26,15.89,Rainforests
MR_N4,3013,Primary,45.64,1175.27,15.99,Rainforests
SZ23002,3013,Primary,306.71,1518.64,15.39,Rainforests
SZ23007,3013,Primary,368.59,1541.48,15.46,Rainforests
SZ23101,3013,Primary,50.96,1193.84,15.8,Rainforests
ALB004B,3013,Primary,46.7,1252.45,16.82,Rainforests
ALB005B,3013,Primary,46.42,1375.29,16.5,Rainforests
ALB007B,3013,Primary,58.43,1446.08,16.33,Rainforests
ALB012B,3013,Primary,275.46,1711.51,15.56,Rainforests
ALB013LQ,3013,Primary,349.43,1703.54,15.57,Rainforests
BRY017LQ,3013,Primary,70.43,1425.41,16.42,Rainforests
BRY022B,3013,Primary,274.56,1461.95,15.69,Rainforests
BRY025LQ,3013,Primary,318.85,1769.4,14.56,Rainforests
BRY030B,3013,Primary,286.6,1770.29,14.59,Rainforests
GER004B,3013,Primary,78.64,1384.76,16.7,Rainforests
KIA004B,3013,Primary,380.57,2010.91,13.81,Rainforests
KIA005B,3013,Primary,83.58,1653.66,16,Rainforests
KIA006B,3013,Primary,128.23,1556.03,16.22,Rainforests
KIA007B,3013,Primary,131.14,1739.4,15.78,Rainforests
KIA008B,3013,Primary,143.64,1761.09,15.72,Rainforests
KIA011B,3013,Primary,119.13,1692.84,15.86,Rainforests
KIA015B,3013,Primary,159.39,1466.07,16.42,Rainforests
KIA016B,3013,Primary,169.58,1421.23,16.52,Rainforests
KIA017B,3013,Primary,255.75,1801.32,15.61,Rainforests
KIA018B,3013,Primary,181.6,1718.37,15.84,Rainforests
KIA019B,3013,Primary,229.15,1782.26,15.68,Rainforests
KIA020B,3013,Primary,169.35,1578.27,16.23,Rainforests
KIA021B,3013,Primary,56.37,1512,16.55,Rainforests
KIA022B,3013,Primary,47.57,1433.67,16.49,Rainforests
KIA023B,3013,Primary,248.44,1661.73,16,Rainforests
KIA025B,3013,Primary,268.06,1913.79,15.19,Rainforests
KNG003LQ,3013,Primary,253.02,1685.24,15.91,Rainforests
KNG014LQ,3013,Primary,220.27,1509.5,15.77,Rainforests
KNG023LQ,3013,Primary,135.69,1494.3,15.77,Rainforests
KNG030B,3013,Primary,233.95,1672.69,15.69,Rainforests
TEC22,3013,Primary,74.05,1252.66,16.44,Rainforests
SCCJB12,3013,Primary,185.66,1318.35,14.96,Rainforests
SCCJB37,3013,Primary,39.38,1184.88,15.89,Rainforests
JMGUL18,3013,Primary,157.59,1044.21,14.14,Rainforests
WINGE009,3013,Primary,228.86,1549.27,15.3,Rainforests
BALL81,3015,Primary,5.15,1605.85,19.23,Rainforests
BALL83,3015,Primary,5.48,1605.61,19.23,Rainforests
BALL84,3015,Primary,2.66,1609.16,19.22,Rainforests
BALL85,3015,Primary,13.35,1609.23,19.24,Rainforests
MUR01VBR,3016,Primary,175.09,1900.53,19.01,Rainforests
MUR07LSR,3016,Primary,46.38,1725.3,19.64,Rainforests
MUR08LSR,3016,Primary,55.25,1755.54,19.53,Rainforests
MUR09LSR,3016,Primary,27.7,1735.32,19.59,Rainforests
MUR10LSR,3016,Primary,50.47,1765.65,19.51,Rainforests
TWE05LSR,3016,Primary,30.47,1737.53,19.57,Rainforests
TWE06LSR,3016,Primary,68.49,1741.42,19.62,Rainforests
TWE21VBR,3016,Primary,50.61,1669.13,19.86,Rainforests
TWE24VBR,3016,Primary,41.97,1669.38,19.85,Rainforests
TWE32VBR,3016,Primary,5.18,1717.8,19.78,Rainforests
BWK01A1F,3016,Primary,4.52,1791.81,19.48,Rainforests
TBIRF1,3017,Primary,9.97,1636.14,18.26,Rainforests
WNG03Q1F,3017,Primary,14.98,1155.64,17.35,Rainforests
WNG04Q3F,3017,Primary,15.59,1156.33,17.32,Rainforests
WNG05Q2F,3017,Primary,16.51,1151.86,17.34,Rainforests
NCWAS005,3019,Primary,420.45,1111.34,15.85,Rainforests
NDCHA067,3019,Primary,534.32,1152.9,14.7,Rainforests
FF_PP059,3019,Secondary,135.23,1714.87,17.52,Rainforests
LNE07025,3019,Primary,317.91,1487.15,16,Rainforests
UNE05028,3019,Secondary,268.33,1077.48,16.56,Rainforests
NUBAG056,3019,Primary,348.17,1537.37,15.46,Rainforests
12066G8,3019,Primary,283.52,1410.26,16.53,Rainforests
15684G8,3019,Primary,416.95,1175.9,16.03,Rainforests
STRTFS05,3019,Primary,206.98,1124.81,16.16,Rainforests
BAL28C5G,3019,Primary,67.64,1299.56,17.63,Rainforests
GLR15J6S,3019,Primary,390.83,1458.49,15.98,Rainforests
GLR16J2L,3019,Primary,442.65,1461.26,15.68,Rainforests
GLR17J7L,3019,Primary,418.28,1470.8,15.74,Rainforests
NYM16F4V,3019,Secondary,260.63,1182.9,16.62,Rainforests
WRA07P2V,3019,Primary,138.46,1204.87,16.25,Rainforests
RFG100,3019,Secondary,167.7,1285.79,16.31,Rainforests
MCK054,3019,Primary,147.4,1628.61,16.74,Rainforests
NAM-010,3019,Primary,181.62,1555.97,17.03,Rainforests
NAM-014,3019,Primary,135.86,1446.47,17.63,Rainforests
NEF1000,3019,Primary,327.66,1192.49,15.79,Rainforests
NWENG045,3019,Primary,263.02,1359.36,15.27,Rainforests
NWENG071,3019,Primary,525.93,1447.13,14.54,Rainforests
NWENG092,3019,Primary,242.92,1341.41,16.98,Rainforests
NWENG137,3019,Primary,437.05,1324.24,15.25,Rainforests
NY_AB33,3019,Primary,301.28,1070.49,16.46,Rainforests
NY_AB4A,3019,Primary,396.15,1025.85,15.1,Rainforests
NY_DB03,3019,Primary,425.98,1012.77,15.38,Rainforests
NY_DB14,3019,Primary,233.83,1012.67,16.82,Rainforests
NY_DB36,3019,Primary,616.47,1216.87,14.56,Rainforests
NY_DB46,3019,Primary,563.5,1247.19,13.98,Rainforests
PHWS2W07,3019,Primary,48.85,1560.22,18.01,Rainforests
CUYAB001,3019,Primary,727.93,1287.07,15.37,Rainforests
GTGIL003,3019,Primary,603.46,1126.08,15.22,Rainforests
GTGIR009,3019,Primary,347.09,1039.74,16.56,Rainforests
PPK00021,3019,Primary,171.98,1388.84,17.06,Rainforests
PPK00054,3019,Primary,464.74,1132.43,15.24,Rainforests
PPYAR001,3019,Secondary,93.27,1358.19,17.98,Rainforests
BAL17F1L,3019,Primary,144.62,1410.31,17.01,Rainforests
BAL22F5S,3019,Primary,101.39,1391.03,17.12,Rainforests
BCC02F7L,3019,Primary,250.27,1197.24,16.17,Rainforests
BYB04V7V,3019,Primary,85.73,1504.74,16.89,Rainforests
CCK01B5S,3019,Primary,524.63,1380.08,15.15,Rainforests
CCK02F5U,3019,Primary,546.44,1386.38,15.03,Rainforests
COL01X3V,3019,Primary,77.5,1230.04,16.53,Rainforests
COL02X3V,3019,Primary,134.26,1258.54,16.05,Rainforests
COL03X3V,3019,Primary,148.62,1283.56,15.91,Rainforests
CPE01J4L,3019,Primary,515.3,1231.84,15.91,Rainforests
DRK01V5L,3019,Primary,385.65,1061.08,16.11,Rainforests
DRK04V1L,3019,Primary,490.68,1065.92,15.99,Rainforests
DRK05G2M,3019,Primary,278.66,1031.97,17.53,Rainforests
DRK07G3L,3019,Primary,209.69,1047.12,17.2,Rainforests
HGR03J2F,3019,Primary,157.09,1118.34,17.56,Rainforests
KNR01S2M,3019,Primary,444.55,1324.46,15,Rainforests
KRK01S2G,3019,Primary,272.65,1171.58,16.58,Rainforests
WCH02V7V,3019,Primary,61.91,1430.06,17.21,Rainforests
WLG13J3L,3019,Primary,96.49,1490.36,17.57,Rainforests
WLG22J4L,3019,Primary,329.32,1454.58,17.16,Rainforests
WLG23J4L,3019,Primary,339,1456.2,17.18,Rainforests
WTT01X7V,3019,Primary,93.74,1265.49,16.41,Rainforests
WTT02X1L,3019,Primary,90.45,1343.08,16.37,Rainforests
YTF02J7M,3019,Secondary,375.95,1154.52,17.13,Rainforests
BOO00020,3020,Primary,801.7,2075.52,12.94,Forested Wetlands
NUKAN110,3020,Primary,147.55,1165.52,17.42,Forested Wetlands
WNPFF25,3020,Primary,520.96,991.32,14.99,Forested Wetlands
YRS17D7F,3020,Primary,100.33,1321.2,17.21,Forested Wetlands
KOR02J7F,3020,Primary,407.82,950.91,16.59,Forested Wetlands
GF042,3020,Primary,548.78,890.54,14.36,Forested Wetlands
MSB009,3020,Primary,52.04,1512.07,18.05,Forested Wetlands
THC005,3020,Primary,97.27,1362.1,17.65,Forested Wetlands
NWENG103,3020,Primary,125.82,1470.57,17.41,Forested Wetlands
CUBEA003,3020,Primary,484.41,977.22,16.42,Forested Wetlands
WPT03,3021,Primary,225.82,1776.77,15.59,Rainforests
AL83L099,3021,Secondary,17.88,1717.77,18.08,Rainforests
AL83L100,3021,Primary,28.93,1681.35,18.21,Rainforests
PM83L102,3021,Primary,63.69,1748.39,18.02,Rainforests
NCEWI004,3021,Primary,616.46,1286.83,14.56,Rainforests
FF_PP073,3021,Primary,176.03,1817.61,17.24,Rainforests
NUIRI017,3021,Primary,129.69,1614.27,17.4,Rainforests
NUMIS018,3021,Primary,164.01,1429.8,17.42,Rainforests
NUOAK137,3021,Primary,750.75,1726.28,13.7,Rainforests
NUORE105,3021,Primary,146.67,1699.29,17.15,Rainforests
NUORW052,3021,Primary,661.86,1865.95,14.41,Rainforests
NUWED104,3021,Primary,49.55,1548.96,18.11,Rainforests
DOR01,3021,Primary,100.02,1442.48,17.46,Rainforests
DOR04,3021,Secondary,186.09,1711.86,16.11,Rainforests
WNPFF20,3021,Secondary,399.64,1052.68,15.51,Rainforests
WNPFF70,3021,Secondary,247.96,1076.47,16.61,Rainforests
BBN03X8M,3021,Primary,436.58,1621.66,15.82,Rainforests
BYB10B3V,3021,Primary,93.36,1567.16,16.76,Rainforests
CBY02B8M,3021,Primary,618.85,1894.56,14.57,Rainforests
CBY06O4L,3021,Primary,563.21,1640.2,15.3,Rainforests
LRN18O2M,3021,Primary,499.95,2010.76,14.71,Rainforests
LRN19O4L,3021,Primary,63.94,1468.68,17.27,Rainforests
LRN20O1L,3021,Primary,60.74,1569.93,16.78,Rainforests
LRN22X0F,3021,Primary,47.04,1549.43,16.89,Rainforests
WRA03O4L,3021,Primary,274.14,1182.45,15.97,Rainforests
WRA06O2M,3021,Primary,556.93,1599.58,14.38,Rainforests
MLE17F7V,3021,Primary,605.66,1631.56,14.56,Rainforests
BOAMBW1,3021,Primary,59.21,1834.88,16.89,Rainforests
JH_EB35,3021,Secondary,353.31,1612.2,16.15,Rainforests
GIO013,3021,Primary,156.62,1491.64,17.48,Rainforests
GIO014,3021,Primary,155.07,1559.12,17.36,Rainforests
GIO015,3021,Primary,186.99,1532.64,16.32,Rainforests
THC006,3021,Primary,308.67,1636.83,15.69,Rainforests
NAM-011,3021,Primary,163.77,1576.47,17.1,Rainforests
NAM-024,3021,Primary,143.67,1574.62,17.34,Rainforests
NAM-034,3021,Primary,230.46,1533.85,16.05,Rainforests
NEF1331,3021,Primary,406.94,1589.44,16.48,Rainforests
NWENG060,3021,Primary,253.77,1617.9,15.91,Rainforests
NWENG062,3021,Primary,309.62,1595.58,15.8,Rainforests
NWENG072,3021,Primary,319.59,1483.85,16.14,Rainforests
NWENG073,3021,Primary,236.65,1476.25,16.58,Rainforests
NWENG074,3021,Primary,197.63,1407.89,16.07,Rainforests
NWENG100,3021,Primary,233.25,1525.13,16.22,Rainforests
CURIC002,3021,Primary,432.32,1190.65,16.66,Rainforests
CUYAB004,3021,Primary,499.39,1212.42,15.77,Rainforests
PAW00052,3021,Primary,486.38,1785.9,14.99,Rainforests
PAWRLL04,3021,Primary,353.55,1482.21,16.2,Rainforests
PAWRUL02,3021,Primary,313.66,1436.99,16.48,Rainforests
PPK00020,3021,Primary,232.13,1408.08,16,Rainforests
BGN11F2L,3021,Primary,50.39,1730.8,18.05,Rainforests
BGN12F2L,3021,Primary,47.34,1686.55,18.12,Rainforests
BGN19F4V,3021,Primary,45.57,1702.26,18.12,Rainforests
BGN22G2V,3021,Primary,73.09,1886.68,17.4,Rainforests
BGN24G0F,3021,Primary,97.08,1661.6,17.27,Rainforests
BGN25G1S,3021,Primary,97.62,1665.44,17.25,Rainforests
BKN02F3L,3021,Primary,265.42,1808.65,15.91,Rainforests
BYB02X2V,3021,Primary,96.22,1511.56,17.08,Rainforests
BYB03X8M,3021,Primary,94.28,1621.77,16.43,Rainforests
CFS01F3U,3021,Primary,199.03,1806.51,17.31,Rainforests
CPN02W4V,3021,Primary,76.81,1500.73,17.11,Rainforests
DRK02V2L,3021,Primary,468.4,1206.43,15.23,Rainforests
DRK03V0L,3021,Primary,459.47,1142.98,15.58,Rainforests
LRN08W3V,3021,Primary,96.58,1558.52,16.84,Rainforests
LRN08X3F,3021,Primary,65.55,1546.47,16.94,Rainforests
LRN09W4V,3021,Primary,81.06,1537.85,16.94,Rainforests
LRN09X3V,3021,Primary,96.36,1551.6,16.83,Rainforests
LRN10X3V,3021,Primary,91.87,1519.17,17.03,Rainforests
LRN11X2V,3021,Primary,72.98,1558.81,16.86,Rainforests
MLE02F3L,3021,Primary,200.95,1651.55,16.52,Rainforests
MLE03F6L,3021,Primary,249.03,1670.68,17,Rainforests
MLE04F1L,3021,Primary,222.6,1676.6,16,Rainforests
MNE05F7F,3021,Primary,148.69,1701.38,17.1,Rainforests
MNE06Q1F,3021,Primary,90.47,1567.42,17.86,Rainforests
MNE07F1F,3021,Primary,89.61,1567.42,17.83,Rainforests
MNE09F8F,3021,Primary,164.47,1702.29,17.34,Rainforests
MNE10F3S,3021,Primary,132.78,1557.52,17.9,Rainforests
MNE11F1S,3021,Primary,461.78,1729.28,15.72,Rainforests
MNE12F2S,3021,Primary,527.9,1782.66,15.19,Rainforests
MNE14F2S,3021,Primary,555.85,1757.91,15.41,Rainforests
MSB15C7F,3021,Primary,7.85,1569.56,18.18,Rainforests
MSB16C7G,3021,Secondary,58.51,1515.95,17.95,Rainforests
MSB18C3L,3021,Primary,33.35,1579.34,18.07,Rainforests
NBC01D1G,3021,Primary,187.69,1298.23,15.85,Rainforests
WLG14J7L,3021,Primary,99.45,1477.57,17.79,Rainforests
WLG16F8F,3021,Primary,78.77,1525.44,18.19,Rainforests
WLG17F5F,3021,Primary,90.44,1539.17,17.88,Rainforests
WLG18F0F,3021,Primary,55.76,1554.37,17.93,Rainforests
WLG19F0F,3021,Primary,48.44,1550.89,18.04,Rainforests
YBNP19,3021,Primary,136.19,1631.68,16.96,Rainforests
YBNP34,3021,Primary,116.85,1675.46,16.8,Rainforests
PTM09P2U,3022,Primary,22.69,1549.15,16.91,Rainforests
PTM10P4L,3022,Primary,23.94,1537.65,16.96,Rainforests
PTM1502G,3022,Primary,19.23,1521.32,17.02,Rainforests
PTM1604M,3022,Primary,23.25,1526.17,17,Rainforests
PTM1701M,3022,Primary,18.32,1537.62,16.96,Rainforests
TLP16Q5F,3022,Primary,10.77,1436.43,17.57,Rainforests
TLP17F8M,3022,Primary,23.02,1430.33,17.6,Rainforests
TLP21F3M,3022,Primary,6.23,1412.66,17.71,Rainforests
MCLRF005,3022,Primary,14.84,1467.27,17.13,Rainforests
GRW01A2V,3024,Primary,756.51,764.34,12.67,Rainforests
EL_OCC1,3024,Primary,786.63,731.52,13.1,Rainforests
DRL37N5V,3025,Primary,54.79,1122.32,17.16,Rainforests
DRL43A1V,3025,Primary,24.48,1180.4,16.93,Rainforests
WYN02A6F,3025,Primary,43.56,1296.36,16.4,Rainforests
WYN03A1F,3025,Primary,27.64,1262.33,16.55,Rainforests
WYN04A2F,3025,Primary,35.43,1237.83,16.78,Rainforests
WYN05A5F,3025,Primary,64.59,1222.92,16.67,Rainforests
GSFA2A3V,3025,Primary,22.88,1288.76,16.97,Rainforests
RPBCO1,3025,Primary,13.54,1276.65,17.02,Rainforests
RUM_BB12,3025,Secondary,46.37,1308,16.51,Rainforests
WYNB9A,3025,Primary,18.2,1272.07,16.99,Rainforests
WYNC1A,3025,Primary,15.88,1270.62,17,Rainforests
WYNC2A,3025,Primary,18.66,1271.79,16.99,Rainforests
MER3035C,3025,Primary,26.27,1273,16.55,Rainforests
MER3035T,3025,Primary,26.99,1264.12,16.66,Rainforests
MER3037T,3025,Primary,16.14,1272.09,16.99,Rainforests
MER3038C,3025,Secondary,38.4,1224,16.78,Rainforests
MER3038T,3025,Secondary,38.66,1227.84,16.71,Rainforests
MER3039C,3025,Primary,37.52,1238.72,16.79,Rainforests
MER3039T,3025,Primary,37.13,1241.76,16.74,Rainforests
MRS13A8V,3025,Primary,27.29,1067.96,17.22,Rainforests
DRL58A2V,3025,Primary,47.8,1155.37,16.96,Rainforests
OUMBORE1,3025,Primary,20.95,1272.17,16.98,Rainforests
OUMBORE2,3025,Primary,15.42,1272.32,16.99,Rainforests
COSS28,3025,Secondary,18.18,1275.63,16.94,Rainforests
WIL27WLE,3025,Secondary,8.68,869.7,17.05,Rainforests
BBN04B8C,3026,Primary,678.94,1976.77,14.27,Rainforests
CBY03B1U,3026,Primary,629.9,1882.71,14.56,Rainforests
GIBGC055,3027,Primary,1155.67,1337.07,12.07,Rainforests
GIBGC056,3027,Primary,1167.21,1341.38,12.02,Rainforests
BAG007,3028,Primary,609.57,1925.74,13.42,Rainforests
BAG016,3028,Primary,429.84,1869.28,14.7,Rainforests
BAG017,3028,Primary,493.09,1966.47,13.39,Rainforests
DEND_S18,3028,Primary,313.41,1333.49,14.75,Rainforests
BUD014,3028,Primary,437.08,1796.58,14.25,Rainforests
BUD023,3028,Primary,585.62,1524.37,13.67,Rainforests
BUD024,3028,Primary,595.46,1527.13,13.67,Rainforests
BUD026,3028,Primary,572.58,1524.41,13.74,Rainforests
BUD_P30,3028,Primary,404.64,1749.45,14.65,Rainforests
BUD_P31,3028,Primary,240.47,1785.12,15.26,Rainforests
BUD_P34,3028,Primary,234.19,1585,15.46,Rainforests
BUD_P39,3028,Primary,564.33,1581.54,13.51,Rainforests
BUD_PT2,3028,Primary,598.79,1855.54,13.52,Rainforests
GSFE5BRW,3028,Primary,55.97,1228.01,16.57,Rainforests
CLYDE020,3028,Secondary,94.29,1269.84,15.26,Rainforests
CLYDE026,3028,Secondary,37.21,1273.25,15.13,Rainforests
CLYDE063,3028,Secondary,77.28,1255.89,15.14,Rainforests
CLYDE065,3028,Secondary,73.28,1254.38,15.21,Rainforests
CLYDE087,3028,Secondary,142.17,1274.15,15.21,Rainforests
AVN98T2U,3028,Primary,478.57,1541.51,14.52,Rainforests
BLL18T2U,3028,Primary,353.62,1459.14,15.37,Rainforests
BLL20T2U,3028,Primary,340.52,1501.87,14.99,Rainforests
BLL98I1U,3028,Primary,350.46,1590.3,14.79,Rainforests
BLLA1,3028,Primary,305.83,1531.63,15.08,Rainforests
BLLA2,3028,Primary,307.79,1428.01,15.66,Rainforests
WLL04I2M,3028,Primary,359.92,1569.07,14.67,Rainforests
WLL90I2U,3028,Primary,401.97,1517.94,15.16,Rainforests
WLL95T4U,3028,Primary,392.33,1540.41,14.27,Rainforests
RBR73P6L,3028,Primary,448.99,1733.32,13.4,Rainforests
HRN78B4V,3028,Primary,89.68,1174.21,16.44,Rainforests
RODWAY01,3028,Primary,442.35,1785.91,14.03,Rainforests
SZ22405M,3028,Primary,584.12,1872.59,13.47,Rainforests
SZ23201,3028,Primary,466.28,1923.19,13.98,Rainforests
SZ23202,3028,Secondary,152.94,1305.93,15.83,Rainforests
SZ23206,3028,Secondary,443.3,1954.17,13.52,Rainforests
BRY001,3028,Primary,507.73,1585.12,14.25,Rainforests
BRY008LQ,3028,Primary,574.3,1680.62,13.24,Rainforests
BRY011B,3028,Primary,577.57,1686.53,13.79,Rainforests
BRY041LQ,3028,Primary,523.82,1557.25,13.81,Rainforests
BRY043B,3028,Primary,489.7,1714.9,13.92,Rainforests
BUN033LQ,3028,Primary,183.72,1183.9,15.66,Rainforests
KIA003B,3028,Primary,507.3,1979.74,14.31,Rainforests
KNG001LQ,3028,Primary,516.3,1390.74,13.57,Rainforests
KNG002HQ,3028,Primary,562.06,1404.68,13.38,Rainforests
KNG007LQ,3028,Primary,190.64,1808.46,14.78,Rainforests
KNG029LQ,3028,Primary,361.92,1790.18,14.81,Rainforests
RNR005,3028,Primary,437.91,1783.39,14.1,Rainforests
RNR007,3028,Primary,522.78,1838.27,13.54,Rainforests
NSSG101,3028,Primary,39.35,1309.95,16.24,Rainforests
NSSG104,3028,Primary,51.91,1240.03,16.59,Rainforests
NSSG107,3028,Primary,38.28,1305.55,16.28,Rainforests
NSSG110,3028,Primary,31.49,1352.57,16.43,Rainforests
NSSG112,3028,Primary,44.21,1252.13,16.5,Rainforests
NSSS105,3028,Primary,47.95,1208.89,16.73,Rainforests
NSSS107,3028,Primary,106.52,1182.02,16.89,Rainforests
NSSS301,3028,Primary,79.94,1365.11,15.99,Rainforests
FLRNP9A,3028,Secondary,58.91,1329.33,16.33,Rainforests
BUGO011,3028,Primary,133.29,1185.23,15.8,Rainforests
KLA01D3L,3028,Primary,80.04,1253.72,15.38,Rainforests
KLA02D3L,3028,Primary,96.9,1254.59,15.33,Rainforests
KLA03D3L,3028,Primary,86.72,1251.66,15.37,Rainforests
TBE01D1S,3028,Primary,118.83,1258.91,15.21,Rainforests
AVN21,3028,Primary,413.85,1528.06,14.02,Rainforests
AVN28,3028,Primary,446.07,1496.95,14.74,Rainforests
AVN32,3028,Primary,351.49,1453.3,14.58,Rainforests
AVN34,3028,Primary,370.13,1404.49,14.84,Rainforests
BLL75,3028,Primary,317.29,1501.85,15.05,Rainforests
RBR25,3028,Primary,460.47,1519.78,13.8,Rainforests
WLL50,3028,Secondary,337.12,1580.47,14.78,Rainforests
WLL51,3028,Secondary,321.8,1541.08,14.98,Rainforests
WLL63,3028,Primary,459.52,1622.34,14.26,Rainforests
WLL65,3028,Primary,319.1,1532.36,14.93,Rainforests
WLL68,3028,Primary,448.58,1635.13,14.3,Rainforests
WLL82,3028,Primary,349.19,1516.97,15.01,Rainforests
SHSW14,3028,Secondary,670.64,1951.29,12.87,Rainforests
WSC_SRD_40,3028,Secondary,664.48,1339.33,12.86,Rainforests
CCCEN04,3029,Primary,56.23,1282.46,16.84,Rainforests
CCCEN38,3029,Primary,81.77,1306.48,16.42,Rainforests
DRL25N1V,3029,Primary,74.18,1183.39,16.06,Rainforests
DRL39A3L,3029,Primary,99.32,1150.57,16.94,Rainforests
DRL40N3M,3029,Primary,235.64,1149.06,16.85,Rainforests
GSF04N5V,3029,Primary,49.15,1286.51,16.71,Rainforests
GSF08N2V,3029,Primary,42.3,1300.63,16.87,Rainforests
MRS03N3M,3029,Primary,288.73,1176.96,15.65,Rainforests
MRS04P3M,3029,Primary,276.89,1014.31,16.93,Rainforests
MRS07N3V,3029,Primary,67.69,1159.87,16.65,Rainforests
EPKARBR08,3029,Primary,59.53,1217.73,16.8,Rainforests
GSFH2A5V,3029,Primary,37.23,1290.82,16.75,Rainforests
RPA048,3029,Secondary,402.07,1492.24,15.01,Rainforests
RPT047,3029,Primary,406.98,1488.13,15.03,Rainforests
RPD1T2,3029,Primary,470.3,1524.74,14.82,Rainforests
VMP2ST56,3029,Primary,193.85,1331.3,15.71,Rainforests
MRSB6A7V,3029,Primary,220.67,1185.23,15.39,Rainforests
RUM_BB04,3029,Primary,74.32,1297.02,16.87,Rainforests
RUM_BB08,3029,Primary,85.61,1299.86,16.68,Rainforests
RUM_BB11,3029,Primary,59.53,1309.41,16.48,Rainforests
MER3085,3029,Primary,140.42,1170.54,16.24,Rainforests
MRS19N6V,3029,Primary,350.81,1252.54,15.23,Rainforests
MRS34P3M,3029,Primary,247.74,1102.19,16.4,Rainforests
QRB38N5L,3029,Primary,388.4,1177.23,15.34,Rainforests
WYN19N2V,3029,Primary,117.05,1279.68,16.31,Rainforests
WYN29N5L,3029,Primary,155.69,1292.75,16.31,Rainforests
HUGHES1,3029,Primary,108.81,1254.37,16.16,Rainforests
OUR105,3029,Primary,63.57,1215.42,16.8,Rainforests
WINDPA1,3029,Primary,210.46,1247.02,16.07,Rainforests
SALT2,3029,Primary,39.6,1288.68,16.67,Rainforests
NGCRA001,3029,Primary,308.98,1197.99,15.69,Rainforests
BLH08A3F,3029,Primary,84.24,1330.67,16.56,Rainforests
BUL10X7F,3029,Primary,90.48,1326.64,16.56,Rainforests
BUL11V7L,3029,Primary,156.78,1376.76,15.86,Rainforests
MRK02A3F,3029,Primary,47.77,1273.01,16.62,Rainforests
MRK04X0F,3029,Primary,59.16,1278.32,16.51,Rainforests
MRK05V8L,3029,Primary,92.97,1305.69,16.48,Rainforests
MRK06V7L,3029,Primary,308.72,1450.2,15.21,Rainforests
MRSA9N5L,3029,Primary,145.63,1032.1,16.92,Rainforests
MRSB0N5L,3029,Primary,247.36,1040.62,16.8,Rainforests
MRSB1A3F,3029,Primary,110.48,1115.22,16.48,Rainforests
MRSB2A3F,3029,Primary,110.58,1103.99,16.62,Rainforests
MYL01V1V,3029,Primary,93.74,1265.49,16.41,Rainforests
WTT03X8L,3029,Primary,48.77,1389.25,16.19,Rainforests
WLSM8A6V,3029,Primary,67.03,1022.05,17.16,Rainforests
CSN60,3029,Primary,454.86,1254.24,15.07,Rainforests
GSF108,3029,Primary,113.92,1117.3,16.25,Rainforests
GSF109,3029,Secondary,55.85,1035.21,17.2,Rainforests
THB35C2M,3029,Primary,118.82,1302.12,16.44,Rainforests
TRIPLES1,3029,Primary,50.16,1301.05,16.87,Rainforests
TRIPLES2,3029,Primary,46.12,1301.95,16.86,Rainforests
TRIPLES3,3029,Primary,59.98,1303.07,16.84,Rainforests
MRS55N5V,3029,Primary,367.76,1222.31,15.08,Rainforests
MRS56N6L,3029,Primary,360.29,1172.22,15.82,Rainforests
COSS25,3029,Secondary,63.78,1305.86,16.23,Rainforests
WF53,3029,Primary,13.77,1250.34,16.87,Rainforests
HLL50H8V,3030,Primary,462.55,818.54,13.83,Rainforests
PCNPRF6,3031,Secondary,984.82,1443.1,12.67,Rainforests
PGRCMIN3,3031,Primary,801.56,1508.65,13.53,Rainforests
PGRCWSH1,3031,Primary,1034.9,1279.35,12.24,Rainforests
TBHRF1,3031,Primary,826.04,1628.06,13.08,Rainforests
TDPRF1,3031,Primary,772.27,1521.18,13.42,Rainforests
CARR08,3031,Secondary,891.4,1372.54,13.31,Rainforests
CARR29,3031,Primary,931.68,1428.98,12.69,Rainforests
NUNEV024,3031,Primary,880.47,2233.87,12.88,Rainforests
NWSTYW40,3031,Primary,1079.1,1322.56,12,Rainforests
LNE13023,3031,Primary,726.96,1813.24,13.89,Rainforests
14790G5,3031,Primary,725.8,1439.19,13.92,Rainforests
DRG10F2S,3031,Primary,839.18,1531.48,12.77,Rainforests
GIBDG091,3031,Primary,1041.64,1252.59,12.41,Rainforests
MUM56,3031,Primary,960.1,1116.9,12.65,Rainforests
MUM73,3031,Primary,870.2,994.59,12.72,Rainforests
NEF2315,3031,Primary,966.75,1349.34,12.55,Rainforests
NWENG021,3031,Primary,1032.68,1419.11,12.1,Rainforests
NWENG032,3031,Primary,1140.57,1537.34,11.46,Rainforests
